typeID,groupID,typeName,volume,iconID
"22571","1229","Inherent Implants 'Yeti' Ice Harvesting IH-1005","1.0000000000","2224"
"22572","544","Praetor EV-900","25.0000000000","None"
"22573","1142","Praetor EV-900 Blueprint","0.0100000000","1084"
"22574","545","Warp Scrambling Drone","5.0000000000","1084"
"22576","546","Ice Harvester Upgrade I","5.0000000000","1046"
"22577","1139","Ice Harvester Upgrade I Blueprint","0.0100000000","1046"
"22578","1218","Mining Upgrades","0.0100000000","33"
"22609","546","Erin Mining Laser Upgrade","5.0000000000","1046"
"22611","546","Elara Restrained Mining Laser Upgrade","5.0000000000","1046"
"22613","546","'Carpo' Mining Laser Upgrade","5.0000000000","1046"
"22615","546","'Aoede' Mining Laser Upgrade","5.0000000000","1046"
"22617","546","Crisium Ice Harvester Upgrade","5.0000000000","1046"
"22619","546","Frigoris Restrained Ice Harvester Upgrade","5.0000000000","1046"
"22621","546","'Anguis' Ice Harvester Upgrade","5.0000000000","1046"
"22623","546","'Ingenii' Ice Harvester Upgrade","5.0000000000","1046"
"22625","517","Kaiko Maina (Merlin)","0E-10","None"
"22629","517","Emma Tharkin (MOA)","0E-10","None"
"22630","517","Zoun Makui (Scorpion)","1040000.0000000000","None"
"22631","517","Mutama Czeik's Rifter","0E-10","None"
"22632","517","Thora Desto's Rupture","0E-10","None"
"22633","517","Makor Desto's Tempest","0E-10","None"
"22634","438","Medium Biochemical Reactor Array","4000.0000000000","None"
"22635","517","Jordan Usquen's Tristan","26500.0000000000","None"
"22636","517","Cosmos Celestis","116000.0000000000","None"
"22637","517","Babalu Wrezka's Celestis","116000.0000000000","None"
"22638","517","Cosmos Dominix","1010000.0000000000","None"
"22639","517","Timmothy Sawyr's Dominix","1010000.0000000000","None"
"22640","517","Mandor Neek's Punisher","28600.0000000000","None"
"22641","517","Jeeta Neek's Omen","0E-10","None"
"22642","517","Cosmos Armageddon","0E-10","None"
"22643","517","Zaestra Kuramor's Armageddon","1100000.0000000000","None"
"22644","517","Skami Zarton's Dramiel","27289.0000000000","None"
"22645","517","Numa Fashit's Cynabal","101000.0000000000","None"
"22646","517","Kardimo Menka Machariel","1080000.0000000000","None"
"22647","517","Pol Pat's Rattlesnake","1080000.0000000000","None"
"22648","517","Jakuzi Makar's Gila","101000.0000000000","None"
"22649","517","Ippana Maltyr's Worm","16500.0000000000","None"
"22650","517","Jaquon Jalibar's Daredevil","26500.0000000000","None"
"22651","517","Luthetion Preque's Vigilant","101000.0000000000","None"
"22652","517","Hara Lafleur's Vindicator","1080000.0000000000","None"
"22653","517","Miguel Maktar's Succubus","28600.0000000000","None"
"22654","517","Karhoum Ykta's Phantasm","101000.0000000000","None"
"22655","517","Ophana Zett's Nightmare","1080000.0000000000","None"
"22656","517","Farak Kali's Cruor","28600.0000000000","None"
"22657","517","Unnaya Mafir's Ashimmu","118000.0000000000","None"
"22658","517","Sari Arkhi's Bhaalgorn","1150000.0000000000","None"
"22661","520","COSMOS Gallente Mercenary","22500.0000000000","None"
"22662","520","COSMOS Gallente Patroller","22500.0000000000","None"
"22663","520","COSMOS Gallente Sentinel","29500.0000000000","None"
"22664","520","COSMOS Gallente Defender","23000.0000000000","None"
"22665","520","COSMOS Gallente Soldier","26500.0000000000","None"
"22666","520","COSMOS Gallente Elite Frigate","26500.0000000000","None"
"22667","522","COSMOS Gallente Drug Baron","116000.0000000000","None"
"22668","522","COSMOS Gallente Chief Protector","112000.0000000000","None"
"22669","522","COSMOS Gallente Sentry","112000.0000000000","None"
"22670","522","COSMOS Gallente Captain","112000.0000000000","None"
"22671","523","COSMOS Gallente Enforcer","1140000.0000000000","None"
"22672","523","COSMOS Gallente Commodore","1140000.0000000000","None"
"22673","520","COSMOS Gallente Non-Pirate Elite Frigate","26500.0000000000","None"
"22674","522","COSMOS Gallente Non-Pirate Cruiser","112000.0000000000","None"
"22675","523","COSMOS Gallente Non-Pirate Battleship","1140000.0000000000","None"
"22676","522","COSMOS Pleasure Cruiser","115000.0000000000","None"
"22677","517","Cosmos Atron","0E-10","None"
"22678","517","Cosmos Imicus","0E-10","None"
"22679","517","Cosmos Helios","19700.0000000000","None"
"22680","517","Cosmos Nemesis","0E-10","None"
"22681","517","Cosmos Enyo","0E-10","None"
"22682","517","Cosmos Catalyst","0E-10","None"
"22683","517","Cosmos Thorax","0E-10","None"
"22685","517","Cosmos Vexor","0E-10","None"
"22686","517","Cosmos Megathron","0E-10","None"
"22693","517","Madibe Arnadi's Rifter","0E-10","None"
"22694","517","Tori Aman's Punisher","28600.0000000000","None"
"22695","517","Hakkuna Baille's Thorax","0E-10","None"
"22696","517","Testo Hrinz's Merlin","0E-10","None"
"22699","517","Zaknar Cente's Tristan","26500.0000000000","None"
"22700","517","Bakkla Viftuin's Rifter","0E-10","None"
"22701","526","Minmatar Bluechip","0.1000000000","2038"
"22704","494","General Minas Iksan","18500000.0000000000","None"
"22705","526","Minas's Voucher","1.0000000000","1192"
"22706","677","Gallente Spy Drone","60.0000000000","None"
"22707","526","Oggiin Kalda's DNA","0.1000000000","2302"
"22708","283","Amarrian Spy","1.0000000000","2536"
"22709","494","Minmatar Starbase Control Tower","1150.0000000000","None"
"22710","494","Minmatar Command Post","100000000.0000000000","None"
"22711","319","Extremely Powerful EM Forcefield_2","100000000.0000000000","None"
"22712","319","Republic Fleet Naglfar - Under Construction","15500000.0000000000","None"
"22713","545","10mn webscramblifying Drone","5.0000000000","1084"
"22715","783","Republic Special Ops Field Enhancer - Gamma","1.0000000000","2054"
"22716","821","General Matar Pol","850000.0000000000","None"
"22718","319","Minas Iksan's Revelation_old","18500000.0000000000","None"
"22719","517","Minas Iksan's Control Tower","100000000.0000000000","None"
"22725","494","Oggiin Kalda's Residence","100000000.0000000000","None"
"22726","517","Oggiin Kalda's Maller","118000.0000000000","None"
"22728","306","Minmatar Bunker_Alliance Barracks","100000000.0000000000","None"
"22729","803","Strain Domination Drone Replica","60.0000000000","None"
"22730","314","Amarr Training Certification Results","1.0000000000","1192"
"22734","517","Krard Wengalill's Punisher","28600.0000000000","None"
"22735","517","Nuo Tuotura's Kestrel","19700.0000000000","None"
"22736","517","Zama Fedas's Khanid Punisher","28600.0000000000","None"
"22737","517","Ison Tiadala's Tempest","0E-10","None"
"22738","526","Ison's Voucher","1.0000000000","1192"
"22739","494","Caldari Broadcasting Unit","100000000.0000000000","None"
"22740","526","Caldari P.A. Keycard","0.1000000000","2038"
"22741","526","Caldari P.A. Keycard Replica","0.1000000000","2038"
"22742","319","Asteroid Construct Minor","100000000.0000000000","None"
"22743","319","Asteroid Colony Minor","100000000.0000000000","None"
"22744","319","Asteroid Micro-Colony Minor","100000000.0000000000","None"
"22750","494","Kameira Quarters","100000000.0000000000","None"
"22751","526","Khanid Ext Keycard","0.1000000000","2038"
"22752","283","Khanid Commander","1.0000000000","2549"
"22753","691","Khanid Kazmaar_2","1150000.0000000000","None"
"22754","526","Gallente Intelligence Data Recorder","0.1000000000","2038"
"22755","306","Army Quarters","100000000.0000000000","None"
"22756","526","Khanid Commander Keycard","0.1000000000","2038"
"22757","494","Scanner Post","100000000.0000000000","None"
"22758","319","Revelation - Under Construction","18500000.0000000000","None"
"22759","821","Baron Haztari Arkhi","1150000.0000000000","None"
"22760","783","Imperial Special Ops Field Enhancer - Standard","1.0000000000","2053"
"22761","257","Recon Ships","0.0100000000","33"
"22762","517","Ison Tiadala's Naglfar","15500000.0000000000","None"
"22763","517","Fassara Nazarut's Slicer","16500.0000000000","None"
"22764","314","Minmatar Training Certification Results","1.0000000000","1192"
"22765","640","Heavy Shield Maintenance Bot I","25.0000000000","None"
"22766","1144","Heavy Shield Maintenance Bot I Blueprint","0.0100000000","1084"
"22767","517","Wirdar Erazako's Firetail","16500.0000000000","None"
"22768","517","Daemire Adamia's Tristan","26500.0000000000","None"
"22769","517","Aville Ancare's Comet","26500.0000000000","None"
"22770","517","Rasnik's Rifter","0E-10","None"
"22771","517","Akoto's Kestrel","19700.0000000000","None"
"22772","517","Rikkolen's Heron","0E-10","None"
"22773","517","Arkiso's Hawk","0E-10","None"
"22774","517","Rekkai's Moa","0E-10","None"
"22775","517","Hokoru's Blackbird","0E-10","None"
"22778","548","Warp Disrupt Probe","5.0000000000","1721"
"22779","486","Warp Disrupt Probe Blueprint","0.0100000000","1721"
"22780","100","Fighter Uno","5000.0000000000","None"
"22781","176","Fighter Uno Blueprint","0.0100000000","None"
"22782","589","Interdiction Sphere Launcher I","50.0000000000","2990"
"22783","136","Interdiction Sphere Launcher I Blueprint","0.0100000000","2990"
"22788","283","Amarr Reporter","2.0000000000","2536"
"22789","705","Minmatar Transport Ship_2","890000.0000000000","None"
"22791","306","Ship Wreckage4","100000000.0000000000","None"
"22792","283","Amarrian Agent","2.0000000000","2540"
"22793","526","Amarr Corpse","1.0000000000","2855"
"22794","494","Habitation Module","100000000.0000000000","None"
"22795","526","Gallente Corpse","1.0000000000","2855"
"22796","283","Gallente Reporter","2.0000000000","2536"
"22797","498","Independent Shielding","5.0000000000","2188"
"22799","306","Ship Wreckage5","100000000.0000000000","None"
"22800","673","Caldari Military Transport","960000.0000000000","None"
"22801","283","Amarr Light Marines","2.0000000000","2549"
"22802","283","Gallente Light Marines","2.0000000000","2550"
"22803","283","Minmatar Light Marines","2.0000000000","2547"
"22804","283","Caldari Light Marines","2.0000000000","2548"
"22806","1210","EM Armor Compensation","0.0100000000","33"
"22807","1210","Explosive Armor Compensation","0.0100000000","33"
"22808","1210","Kinetic Armor Compensation","0.0100000000","33"
"22809","1210","Thermal Armor Compensation","0.0100000000","33"
"22812","575","Angel Shatterer","16450.0000000000","None"
"22813","575","Angel Defacer","16450.0000000000","None"
"22814","575","Angel Haunter","16450.0000000000","None"
"22815","575","Angel Defiler","16450.0000000000","None"
"22816","575","Angel Seizer","16450.0000000000","None"
"22817","575","Angel Trasher","16450.0000000000","None"
"22818","550","Arch Angel Ruffian","17660.0000000000","None"
"22819","550","Arch Angel Nomad","17500.0000000000","None"
"22820","551","Angel Phalanx","109000.0000000000","None"
"22821","551","Angel Centurion","109000.0000000000","None"
"22822","576","Angel Legionnaire","109000.0000000000","None"
"22823","576","Angel Primus","109000.0000000000","None"
"22824","576","Angel Tribuni","109000.0000000000","None"
"22825","576","Angel Praefectus","109000.0000000000","None"
"22826","576","Angel Tribunus","109000.0000000000","None"
"22827","576","Angel Legatus","109000.0000000000","None"
"22828","551","Arch Angel Depredator","99000.0000000000","None"
"22829","551","Arch Angel Predator","99000.0000000000","None"
"22830","551","Arch Angel Marauder","109000.0000000000","None"
"22831","551","Arch Angel Liquidator","109000.0000000000","None"
"22832","551","Arch Angel Phalanx","109000.0000000000","None"
"22833","551","Arch Angel Centurion","109000.0000000000","None"
"22834","550","Arch Angel Ambusher","19100.0000000000","None"
"22835","550","Arch Angel Raider","16450.0000000000","None"
"22836","550","Arch Angel Hunter","19100.0000000000","None"
"22837","550","Arch Angel Impaler","16450.0000000000","None"
"22838","552","Angel Saint","19000000.0000000000","None"
"22839","552","Angel Nephilim","19000000.0000000000","None"
"22840","552","Angel Malakim","19000000.0000000000","None"
"22841","552","Angel Throne","19000000.0000000000","None"
"22842","552","Angel Cherubim","19000000.0000000000","None"
"22843","552","Angel Seraphim","19000000.0000000000","None"
"22844","517","Tagrina Angi's Rifter","0E-10","None"
"22845","517","Kaeg Zkaen's Omen","0E-10","None"
"22847","283","Minmatar Civilians","5.0000000000","2536"
"22848","383","Gallente Sentry Gun - Training","1000.0000000000","None"
"22849","306","Drifting Cask - Minmatar Training Facility","1200.0000000000","16"
"22852","659","Hel","51000000.0000000000","None"
"22853","1013","Hel Blueprint","0.0100000000","None"
"22857","794","Domination Shatterer","16450.0000000000","None"
"22858","794","Domination Defacer","16450.0000000000","None"
"22859","794","Domination Haunter","16450.0000000000","None"
"22860","794","Domination Defiler","16450.0000000000","None"
"22861","794","Domination Seizer","16450.0000000000","None"
"22862","794","Domination Trasher","16450.0000000000","None"
"22865","793","Domination Legionnaire","109000.0000000000","None"
"22866","793","Domination Primus","109000.0000000000","None"
"22867","793","Domination Tribuni","109000.0000000000","None"
"22868","793","Domination Praefectus","109000.0000000000","None"
"22869","793","Domination Tribunus","109000.0000000000","None"
"22870","793","Domination Legatus","109000.0000000000","None"
"22871","848","Domination Malakim","19000000.0000000000","None"
"22872","848","Domination Throne","19000000.0000000000","None"
"22873","848","Domination Cherubim","19000000.0000000000","None"
"22874","848","Domination Seraphim","19000000.0000000000","None"
"22875","315","'Aura' Warp Core Stabilizer I","5.0000000000","97"
"22876","342","'Aura' Warp Core Stabilizer I Blueprint","0.0100000000","97"
"22877","315","'Natura' Warp Core Stabilizer I","5.0000000000","97"
"22878","342","'Natura' Warp Core Stabilizer I Blueprint","0.0100000000","97"
"22879","326","'Pilfer' Multispectrum Energized Membrane","5.0000000000","2066"
"22880","163","'Pilfer' Multispectrum Energized Membrane Blueprint","0.0100000000","2066"
"22881","326","'Moonshine' Thermal Energized Membrane","5.0000000000","20954"
"22882","163","'Moonshine' Thermal Energized Membrane Blueprint","0.0100000000","20954"
"22883","326","'Mafia' Kinetic Energized Membrane","5.0000000000","20953"
"22884","163","'Mafia' Kinetic Energized Membrane Blueprint","0.0100000000","20953"
"22885","341","Stealth System I","10.0000000000","2971"
"22886","120","Stealth System I Blueprint","0.0100000000","2971"
"22887","62","'Harmony' Small Armor Repairer I","5.0000000000","80"
"22888","142","'Harmony' Small Armor Repairer I Blueprint","0.0100000000","80"
"22889","62","'Meditation' Medium Armor Repairer I","10.0000000000","80"
"22890","142","'Meditation' Medium Armor Repairer I Blueprint","0.0100000000","80"
"22891","62","'Protest' Large Armor Repairer I","50.0000000000","80"
"22892","142","'Protest' Large Armor Repairer I Blueprint","0.0100000000","80"
"22893","60","'Gonzo' Damage Control I","5.0000000000","77"
"22894","140","'Gonzo' Damage Control I Blueprint","0.0100000000","77"
"22895","212","'Shady' Sensor Booster","5.0000000000","74"
"22896","223","'Shady' Sensor Booster Blueprint","0.0100000000","74"
"22897","202","'Forger' ECCM - Magnetometric I","5.0000000000","104"
"22898","131","'Forger' ECCM - Magnetometric I Blueprint","0.0100000000","104"
"22899","74","'Corporate' Light Electron Blaster I","5.0000000000","376"
"22900","154","'Corporate' Light Electron Blaster I Blueprint","0.0100000000","376"
"22901","74","'Dealer' Light Ion Blaster I","5.0000000000","376"
"22902","154","'Dealer' Light Ion Blaster I Blueprint","0.0100000000","376"
"22903","74","'Racket' Light Neutron Blaster I","5.0000000000","376"
"22904","154","'Racket' Light Neutron Blaster I Blueprint","0.0100000000","376"
"22905","74","'Slither' Heavy Electron Blaster I","10.0000000000","371"
"22906","154","'Slither' Heavy Electron Blaster I Blueprint","0.0100000000","371"
"22907","74","'Hooligan' Heavy Ion Blaster I","10.0000000000","371"
"22908","154","'Hooligan' Heavy Ion Blaster I Blueprint","0.0100000000","371"
"22909","74","'Hustler' Heavy Neutron Blaster I","10.0000000000","371"
"22910","154","'Hustler' Heavy Neutron Blaster I Blueprint","0.0100000000","371"
"22911","74","'Swindler' Electron Blaster Cannon I","20.0000000000","365"
"22912","154","'Swindler' Electron Blaster Cannon I Blueprint","0.0100000000","365"
"22913","74","'Felon' Ion Blaster Cannon I","20.0000000000","365"
"22914","154","'Felon' Ion Blaster Cannon I Blueprint","0.0100000000","365"
"22915","74","'Underhand' Neutron Blaster Cannon I","20.0000000000","365"
"22916","154","'Underhand' Neutron Blaster Cannon I Blueprint","0.0100000000","365"
"22917","302","'Capitalist' Magnetic Field Stabilizer I","5.0000000000","1046"
"22918","139","'Capitalist' Magnetic Field Stabilizer I Blueprint","0.0100000000","1046"
"22919","302","'Monopoly' Magnetic Field Stabilizer","5.0000000000","1046"
"22920","139","'Monopoly' Magnetic Field Stabilizer Blueprint","0.0100000000","1046"
"22921","54","'Habitat' Miner I","5.0000000000","1061"
"22922","134","'Habitat' Miner I Blueprint","0.0100000000","1061"
"22923","54","'Wild' Miner I","5.0000000000","1061"
"22924","134","'Wild' Miner I Blueprint","0.0100000000","1061"
"22925","290","'Bootleg' Remote Sensor Booster","5.0000000000","74"
"22926","223","'Bootleg' Remote Sensor Booster Blueprint","0.0100000000","74"
"22927","213","'Economist' Tracking Computer I","5.0000000000","3346"
"22928","224","'Economist' Tracking Computer I Blueprint","0.0100000000","3346"
"22929","213","'Marketeer' Tracking Computer","5.0000000000","3346"
"22930","224","'Marketeer' Tracking Computer Blueprint","0.0100000000","3346"
"22931","291","'Distributor' Guidance Disruptor","5.0000000000","21437"
"22932","343","'Distributor' Guidance Disruptor Blueprint","0.0100000000","21437"
"22933","291","'Investor' Tracking Disruptor I","5.0000000000","1639"
"22934","343","'Investor' Tracking Disruptor I Blueprint","0.0100000000","1639"
"22935","209","'Tycoon' Remote Tracking Computer","5.0000000000","3346"
"22936","345","'Tycoon' Remote Tracking Computer Blueprint","0.0100000000","3346"
"22937","209","'Enterprise' Remote Tracking Computer","5.0000000000","3346"
"22938","345","'Enterprise' Remote Tracking Computer Blueprint","0.0100000000","3346"
"22939","290","'Boss' Remote Sensor Booster","5.0000000000","74"
"22940","223","'Boss' Remote Sensor Booster I Blueprint","0.0100000000","74"
"22941","290","'Entrepreneur' Remote Sensor Booster","5.0000000000","74"
"22942","223","'Entrepreneur' Remote Sensor Booster I Blueprint","0.0100000000","74"
"22943","208","'Broker' Remote Sensor Dampener I","5.0000000000","105"
"22944","223","'Broker' Remote Sensor Dampener I Blueprint","0.0100000000","105"
"22945","208","'Executive' Remote Sensor Dampener","5.0000000000","105"
"22946","223","'Executive' Remote Sensor Dampener Blueprint","0.0100000000","105"
"22947","325","'Beatnik' Small Remote Armor Repairer","5.0000000000","21426"
"22948","350","'Beatnik' Small Remote Armor Repairer Blueprint","0.0100000000","21426"
"22949","325","'Love' Medium Remote Armor Repairer","10.0000000000","21426"
"22950","350","'Love' Medium Remote Armor Repairer Blueprint","0.0100000000","21426"
"22951","325","'Pacifier' Large Remote Armor Repairer","50.0000000000","21426"
"22952","350","'Pacifier' Large Remote Armor Repairer Blueprint","0.0100000000","21426"
"22953","766","'Cartel' Power Diagnostic System I","5.0000000000","70"
"22954","137","'Cartel' Power Diagnostic System I Blueprint","0.0100000000","70"
"22961","85","Federation Navy Antimatter Charge S","0.0025000000","1047"
"22963","85","Federation Navy Plutonium Charge S","0.0025000000","1313"
"22965","85","Federation Navy Uranium Charge S","0.0025000000","1316"
"22967","85","Federation Navy Thorium Charge S","0.0025000000","1314"
"22969","85","Federation Navy Lead Charge S","0.0025000000","1312"
"22971","85","Federation Navy Iridium Charge S","0.0025000000","1310"
"22973","85","Federation Navy Tungsten Charge S","0.0025000000","1315"
"22975","85","Federation Navy Iron Charge S","0.0025000000","1311"
"22977","85","Federation Navy Antimatter Charge M","0.0125000000","1317"
"22979","85","Federation Navy Plutonium Charge M","0.0125000000","1321"
"22981","85","Federation Navy Uranium Charge M","0.0125000000","1324"
"22983","85","Federation Navy Thorium Charge M","0.0125000000","1322"
"22985","85","Federation Navy Lead Charge M","0.0125000000","1320"
"22987","85","Federation Navy Iridium Charge M","0.0125000000","1318"
"22989","85","Federation Navy Tungsten Charge M","0.0125000000","1323"
"22991","85","Federation Navy Iron Charge M","0.0125000000","1319"
"22993","85","Federation Navy Antimatter Charge L","0.0250000000","1325"
"22995","85","Federation Navy Plutonium Charge L","0.0250000000","1329"
"22997","85","Federation Navy Uranium Charge L","0.0250000000","1332"
"22999","85","Federation Navy Thorium Charge L","0.0250000000","1330"
"23001","85","Federation Navy Lead Charge L","0.0250000000","1328"
"23003","85","Federation Navy Iridium Charge L","0.0250000000","1326"
"23005","85","Federation Navy Tungsten Charge L","0.0250000000","1331"
"23007","85","Federation Navy Iron Charge L","0.0250000000","1327"
"23009","85","Caldari Navy Antimatter Charge S","0.0025000000","1047"
"23011","85","Caldari Navy Plutonium Charge S","0.0025000000","1313"
"23013","85","Caldari Navy Uranium Charge S","0.0025000000","1316"
"23015","85","Caldari Navy Thorium Charge S","0.0025000000","1314"
"23017","85","Caldari Navy Lead Charge S","0.0025000000","1312"
"23019","85","Caldari Navy Iridium Charge S","0.0025000000","1310"
"23021","85","Caldari Navy Tungsten Charge S","0.0025000000","1315"
"23023","85","Caldari Navy Iron Charge S","0.0025000000","1311"
"23025","85","Caldari Navy Antimatter Charge M","0.0125000000","1317"
"23027","85","Caldari Navy Plutonium Charge M","0.0125000000","1321"
"23029","85","Caldari Navy Uranium Charge M","0.0125000000","1324"
"23031","85","Caldari Navy Thorium Charge M","0.0125000000","1322"
"23033","85","Caldari Navy Lead Charge M","0.0125000000","1320"
"23035","85","Caldari Navy Iridium Charge M","0.0125000000","1318"
"23037","85","Caldari Navy Tungsten Charge M","0.0125000000","1323"
"23039","85","Caldari Navy Iron Charge M","0.0125000000","1319"
"23041","85","Caldari Navy Plutonium Charge L","0.0250000000","1329"
"23043","85","Caldari Navy Uranium Charge L","0.0250000000","1332"
"23045","85","Caldari Navy Thorium Charge L","0.0250000000","1330"
"23047","85","Caldari Navy Lead Charge L","0.0250000000","1328"
"23049","85","Caldari Navy Iridium Charge L","0.0250000000","1326"
"23051","85","Caldari Navy Tungsten Charge L","0.0250000000","1331"
"23053","85","Caldari Navy Iron Charge L","0.0250000000","1327"
"23055","1652","Templar I","1000.0000000000","None"
"23056","1146","Templar I Blueprint","0.0100000000","None"
"23057","1652","Dragonfly I","1000.0000000000","None"
"23058","1146","Dragonfly I Blueprint","0.0100000000","None"
"23059","1652","Firbolg I","1000.0000000000","None"
"23060","1146","Firbolg I Blueprint","0.0100000000","None"
"23061","1652","Einherji I","1000.0000000000","None"
"23062","1146","Einherji I Blueprint","0.0100000000","None"
"23063","517","Opeau's Celestis","116000.0000000000","None"
"23064","517","Arghe's Megathron","0E-10","None"
"23065","517","Estacan's Tristan","26500.0000000000","None"
"23066","517","Gallot's Atron","0E-10","None"
"23067","517","Lamuette's Nemesis","0E-10","None"
"23068","517","Ardillan's Maulus","0E-10","None"
"23069","273","Fighters","0.0100000000","33"
"23070","517","Nortul's Probe","0E-10","None"
"23071","86","Imperial Navy Multifrequency S","1.0000000000","1131"
"23072","168","Imperial Navy Multifrequency S Blueprint","0.0100000000","1131"
"23073","86","Imperial Navy Gamma S","1.0000000000","1139"
"23075","86","Imperial Navy Xray S","1.0000000000","1140"
"23077","86","Imperial Navy Ultraviolet S","1.0000000000","1141"
"23079","86","Imperial Navy Standard S","1.0000000000","1142"
"23081","86","Imperial Navy Infrared S","1.0000000000","1144"
"23083","86","Imperial Navy Microwave S","1.0000000000","1143"
"23085","86","Imperial Navy Radio S","1.0000000000","1145"
"23087","270","Amarr Encryption Methods","0.0100000000","33"
"23088","517","Angetyn's Epithal","0E-10","None"
"23089","86","Imperial Navy Multifrequency M","1.0000000000","1131"
"23091","86","Imperial Navy Gamma M","1.0000000000","1139"
"23093","86","Imperial Navy Xray M","1.0000000000","1140"
"23095","86","Imperial Navy Ultraviolet M","1.0000000000","1141"
"23097","86","Imperial Navy Standard M","1.0000000000","1142"
"23099","86","Imperial Navy Infrared M","1.0000000000","1144"
"23101","86","Imperial Navy Microwave M","1.0000000000","1143"
"23103","86","Imperial Navy Radio M","1.0000000000","1145"
"23105","86","Imperial Navy Multifrequency L","1.0000000000","1131"
"23107","86","Imperial Navy Gamma L","1.0000000000","1139"
"23109","86","Imperial Navy Xray L","1.0000000000","1140"
"23111","86","Imperial Navy Ultraviolet L","1.0000000000","1141"
"23113","86","Imperial Navy Standard L","1.0000000000","1142"
"23115","86","Imperial Navy Infrared L","1.0000000000","1144"
"23117","86","Imperial Navy Microwave L","1.0000000000","1143"
"23119","86","Imperial Navy Radio L","1.0000000000","1145"
"23121","270","Gallente Encryption Methods","0.0100000000","33"
"23122","517","Rupptofs' Scythe","0E-10","None"
"23123","270","Takmahl Technology","0.0100000000","33"
"23124","270","Yan Jung Technology","0.0100000000","33"
"23125","517","Formur's Tempest","0E-10","None"
"23126","517","Amakkit's Thrasher","0E-10","None"
"23127","517","Ameisoure's Enyo","0E-10","None"
"23128","528","Yan Jung Crystal Cylinder","0.1000000000","2889"
"23129","528","Yan Jung Paradox Box","0.1000000000","2889"
"23130","528","Yan Jung Thunder Kite","0.1000000000","2889"
"23131","528","Yan Jung Void Machine","0.1000000000","2889"
"23132","528","Yan Jung Tachyon Stetoscope","0.1000000000","2889"
"23133","528","Takmahl Phrenic Appendix","0.1000000000","2889"
"23134","528","Takmahl Dynamic Gauge","0.1000000000","2889"
"23135","528","Takmahl Gyro Ballast","0.1000000000","2889"
"23136","528","Takmahl Biodroid Controller","0.1000000000","2889"
"23137","528","Takmahl Quantum Sphere","0.1000000000","2889"
"23138","530","Yan Jung Null Shell","1.0000000000","2890"
"23139","530","Yan Jung Glass Scale","1.0000000000","2890"
"23140","530","Yan Jung Plenary Wire","1.0000000000","2890"
"23141","530","Yan Jung Silk Armor","1.0000000000","2890"
"23142","530","Yan Jung Nano Fabric","1.0000000000","2890"
"23143","530","Takmahl Diamond Rod","1.0000000000","2890"
"23144","530","Takmahl Cohere Cord","1.0000000000","2890"
"23145","530","Takmahl Solid Mox","1.0000000000","2890"
"23146","530","Takmahl Magnetic Slab","1.0000000000","2890"
"23147","530","Takmahl Tri-polished Lens","1.0000000000","2890"
"23148","528","Blood Raider Limited Ballistic Control","0.1000000000","2887"
"23149","528","Blood Raider Regular Ballistic Control","0.1000000000","2887"
"23150","528","Blood Raider Extreme Ballistic Control","0.1000000000","2887"
"23151","528","Blood Raider Weapon Integration Unit","0.1000000000","2887"
"23152","528","Blood Raider Power Redistributor","0.1000000000","2887"
"23153","528","Serpentis Plain Target Guider","0.1000000000","2887"
"23154","528","Serpentis Basic Target Guider","0.1000000000","2887"
"23155","528","Serpentis Complex Target Guider","0.1000000000","2887"
"23156","528","Serpentis 3D Scanner Gamut","0.1000000000","2887"
"23157","528","Serpentis Multi-tasking Processor","0.1000000000","2887"
"23158","530","Positron Cord","0.1000000000","2890"
"23159","530","Auxiliary Parts","0.1000000000","2890"
"23160","530","Force Cable","0.1000000000","2890"
"23161","530","Elemental Crux","0.1000000000","2890"
"23162","530","Analog Panel","0.1000000000","2890"
"23163","530","Current Amplifier","0.1000000000","2890"
"23164","530","Second-hand Parts","0.1000000000","2890"
"23165","530","Heat Depressor","0.1000000000","2890"
"23166","530","Internal Bulkhead","0.1000000000","2890"
"23167","530","Mainframe Bit","0.1000000000","2890"
"23168","733","Yan Jung Info Matrix","1.0000000000","2886"
"23169","733","Yan Jung Vellum Etch","1.0000000000","2886"
"23170","733","Yan Jung Trigonometric Laws","1.0000000000","2886"
"23171","733","Yan Jung Semiotic Theory","1.0000000000","2886"
"23172","733","Yan Jung Singularity Fact Sheet","1.0000000000","2886"
"23173","734","Takmahl Binary Texts","1.0000000000","2886"
"23174","734","Takmahl Fractal Sheet","1.0000000000","2886"
"23175","734","Takmahl Centrifugal Primer","1.0000000000","2886"
"23176","734","Takmahl Geometric Design","1.0000000000","2886"
"23177","734","Takmahl Astral Treatment","1.0000000000","2886"
"23178","728","Occult Process","1.0000000000","2885"
"23179","728","Occult Accelerant","1.0000000000","2885"
"23180","728","Occult Symmetry","1.0000000000","2885"
"23181","728","Occult Augmentation","1.0000000000","2885"
"23182","728","Occult Attainment","1.0000000000","2885"
"23183","730","Incognito Process","1.0000000000","2885"
"23184","730","Incognito Accelerant","1.0000000000","2885"
"23185","730","Incognito Symmetry","1.0000000000","2885"
"23186","730","Incognito Augmentation","1.0000000000","2885"
"23187","730","Incognito Attainment","1.0000000000","2885"
"23188","1207","Yan Jung Data Log","27500.0000000000","None"
"23189","1207","Yan Jung Data Registry","27500.0000000000","None"
"23190","1207","Yan Jung Data Transcript","27500.0000000000","None"
